category,chain_id,context_formation,mechanism,reference,source_class,step_1_player_movement,step_2_space,step_3_opponent_response,step_4_team_adaptation,step_5_second_opponent_response,step_6_counter,step_7_outcome
TACTICAL_CAUSALITY,CC00094,4-3-3,creating_weak_side_space,core KB Section 67-68,C,wide_cb in Z28 commits numbers ball-side to open the far side,a spatial change occurs relative to Z28,drop_off,a teammate exploits the resulting gap near Z3,recover_goal_side,a follow-up action targets Z3 before the second response completes,progression
TACTICAL_CAUSALITY,CC00095,4-3-3,luring_into_pressing_traps,core KB Section 67-68,C,shot_stopper in Z3 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z3,drop_off,a teammate exploits the resulting gap near Z17,recover_goal_side,a follow-up action targets Z17 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00096,4-2-3-1,forcing_defensive_shift,core KB Section 67-68,C,false_fb in Z1 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z1,step_up_together,a teammate exploits the resulting gap near Z13,double_team,a follow-up action targets Z13 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00097,4-1-4-1,creating_gaps,core KB Section 67-68,C,destroyer in Z3 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z3,hand_over_marking,a teammate exploits the resulting gap near Z27,hold_shape,a follow-up action targets Z27 before the second response completes,progression
TACTICAL_CAUSALITY,CC00098,4-2-3-1,moving_defenders_from_danger_zones,core KB Section 67-68,C,advanced_playmaker in Z10 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z10,step_up_together,a teammate exploits the resulting gap near Z11,hold_shape,a follow-up action targets Z11 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00099,4-2-3-1,pinning_defenders,core KB Section 67-68,C,regista in Z27 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z27,drop_off,a teammate exploits the resulting gap near Z9,double_team,a follow-up action targets Z9 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00100,4-2-2-2,dragging_defenders,core KB Section 67-68,C,ball_winning_midfielder in Z12 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z12,hand_over_marking,a teammate exploits the resulting gap near Z21,hold_shape,a follow-up action targets Z21 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00101,4-2-2-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,wing_back in Z30 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z30,press_immediately,a teammate exploits the resulting gap near Z22,recover_goal_side,a follow-up action targets Z22 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00102,3-4-3,creating_weak_side_space,core KB Section 67-68,C,box_to_box in Z21 commits numbers ball-side to open the far side,a spatial change occurs relative to Z21,press_immediately,a teammate exploits the resulting gap near Z12,step_up_together,a follow-up action targets Z12 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00103,3-1-4-2,forcing_defensive_shift,core KB Section 67-68,C,complete_wing_back in Z30 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z30,hand_over_marking,a teammate exploits the resulting gap near Z19,double_team,a follow-up action targets Z19 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00104,4-4-2_diamond,moving_defenders_from_danger_zones,core KB Section 67-68,C,aggressive_gk in Z2 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z2,press_immediately,a teammate exploits the resulting gap near Z12,hold_shape,a follow-up action targets Z12 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00105,4-2-3-1,dragging_defenders,core KB Section 67-68,C,complete_wing_back in Z16 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z16,hand_over_marking,a teammate exploits the resulting gap near Z3,drop_off,a follow-up action targets Z3 before the second response completes,progression
TACTICAL_CAUSALITY,CC00106,3-1-4-2,fixing_defenders,core KB Section 67-68,C,destroyer in Z30 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z30,step_up_together,a teammate exploits the resulting gap near Z27,shift_across,a follow-up action targets Z27 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00107,3-4-3,pinning_defenders,core KB Section 67-68,C,inverted_fb in Z27 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z27,shift_across,a teammate exploits the resulting gap near Z7,drop_off,a follow-up action targets Z7 before the second response completes,progression
TACTICAL_CAUSALITY,CC00108,4-2-2-2,luring_into_pressing_traps,core KB Section 67-68,C,poacher in Z7 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z7,recover_goal_side,a teammate exploits the resulting gap near Z6,double_team,a follow-up action targets Z6 before the second response completes,progression
TACTICAL_CAUSALITY,CC00109,3-1-4-2,creating_gaps,core KB Section 67-68,C,box_to_box in Z4 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z4,double_team,a teammate exploits the resulting gap near Z17,shift_across,a follow-up action targets Z17 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00110,3-5-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,pressing_forward in Z15 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z15,shift_across,a teammate exploits the resulting gap near Z24,double_team,a follow-up action targets Z24 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00111,3-5-2,luring_into_pressing_traps,core KB Section 67-68,C,false_nine in Z25 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z25,step_up_together,a teammate exploits the resulting gap near Z26,shift_across,a follow-up action targets Z26 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00112,5-3-2,luring_into_pressing_traps,core KB Section 67-68,C,stopper in Z20 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z20,drop_off,a teammate exploits the resulting gap near Z27,step_up_together,a follow-up action targets Z27 before the second response completes,progression
TACTICAL_CAUSALITY,CC00113,4-4-2_diamond,pinning_defenders,core KB Section 67-68,C,aggressive_gk in Z7 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z7,shift_across,a teammate exploits the resulting gap near Z12,drop_off,a follow-up action targets Z12 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00114,5-3-2,pinning_defenders,core KB Section 67-68,C,carrilero in Z17 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z17,step_up_together,a teammate exploits the resulting gap near Z28,drop_off,a follow-up action targets Z28 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00115,3-4-3,creating_gaps,core KB Section 67-68,C,pressing_forward in Z24 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z24,recover_goal_side,a teammate exploits the resulting gap near Z22,press_immediately,a follow-up action targets Z22 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00116,5-3-2,pinning_defenders,core KB Section 67-68,C,regista in Z7 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z7,hold_shape,a teammate exploits the resulting gap near Z16,shift_across,a follow-up action targets Z16 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00117,4-2-3-1,creating_gaps,core KB Section 67-68,C,shadow_striker in Z15 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z15,double_team,a teammate exploits the resulting gap near Z10,press_immediately,a follow-up action targets Z10 before the second response completes,progression
TACTICAL_CAUSALITY,CC00118,3-1-4-2,fixing_defenders,core KB Section 67-68,C,wide_cb in Z11 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z11,drop_off,a teammate exploits the resulting gap near Z18,press_immediately,a follow-up action targets Z18 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00119,4-4-2_diamond,pulling_midfielders,core KB Section 67-68,C,carrilero in Z20 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z20,drop_off,a teammate exploits the resulting gap near Z5,shift_across,a follow-up action targets Z5 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00120,4-4-2,luring_into_pressing_traps,core KB Section 67-68,C,deep_playmaker in Z24 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z24,double_team,a teammate exploits the resulting gap near Z12,hold_shape,a follow-up action targets Z12 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00121,4-4-2,dragging_defenders,core KB Section 67-68,C,destroyer in Z28 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z28,drop_off,a teammate exploits the resulting gap near Z22,hold_shape,a follow-up action targets Z22 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00122,4-1-4-1,dragging_defenders,core KB Section 67-68,C,deep_playmaker in Z3 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z3,hold_shape,a teammate exploits the resulting gap near Z27,drop_off,a follow-up action targets Z27 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00123,4-2-2-2,luring_into_pressing_traps,core KB Section 67-68,C,pressing_forward in Z24 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z24,shift_across,a teammate exploits the resulting gap near Z16,drop_off,a follow-up action targets Z16 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00124,3-4-3,pulling_midfielders,core KB Section 67-68,C,complete_wing_back in Z3 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z3,shift_across,a teammate exploits the resulting gap near Z15,hold_shape,a follow-up action targets Z15 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00125,4-3-3,fixing_defenders,core KB Section 67-68,C,raumdeuter in Z21 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z21,hold_shape,a teammate exploits the resulting gap near Z4,step_up_together,a follow-up action targets Z4 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00126,4-4-2_diamond,pinning_defenders,core KB Section 67-68,C,ball_playing_cb in Z13 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z13,hand_over_marking,a teammate exploits the resulting gap near Z17,double_team,a follow-up action targets Z17 before the second response completes,progression
TACTICAL_CAUSALITY,CC00127,4-2-2-2,forcing_defensive_shift,core KB Section 67-68,C,number_10 in Z14 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z14,recover_goal_side,a teammate exploits the resulting gap near Z16,step_up_together,a follow-up action targets Z16 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00128,4-4-2_diamond,moving_defenders_from_danger_zones,core KB Section 67-68,C,inside_forward in Z4 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z4,double_team,a teammate exploits the resulting gap near Z22,step_up_together,a follow-up action targets Z22 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00129,4-4-2,creating_passing_lanes,core KB Section 67-68,C,inverted_winger in Z17 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z17,hand_over_marking,a teammate exploits the resulting gap near Z7,double_team,a follow-up action targets Z7 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00130,5-3-2,pinning_defenders,core KB Section 67-68,C,sweeper_keeper in Z11 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z11,recover_goal_side,a teammate exploits the resulting gap near Z16,double_team,a follow-up action targets Z16 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00131,4-2-3-1,creating_gaps,core KB Section 67-68,C,traditional_winger in Z22 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z22,drop_off,a teammate exploits the resulting gap near Z6,step_up_together,a follow-up action targets Z6 before the second response completes,progression
TACTICAL_CAUSALITY,CC00132,4-3-3,creating_weak_side_space,core KB Section 67-68,C,cover_defender in Z30 commits numbers ball-side to open the far side,a spatial change occurs relative to Z30,hand_over_marking,a teammate exploits the resulting gap near Z23,double_team,a follow-up action targets Z23 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00133,3-1-4-2,forcing_defensive_shift,core KB Section 67-68,C,complete_forward in Z9 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z9,drop_off,a teammate exploits the resulting gap near Z12,double_team,a follow-up action targets Z12 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00134,4-3-3,pulling_midfielders,core KB Section 67-68,C,anchor_man in Z15 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z15,press_immediately,a teammate exploits the resulting gap near Z8,hold_shape,a follow-up action targets Z8 before the second response completes,progression
TACTICAL_CAUSALITY,CC00135,4-3-3,pulling_midfielders,core KB Section 67-68,C,carrilero in Z18 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z18,double_team,a teammate exploits the resulting gap near Z17,recover_goal_side,a follow-up action targets Z17 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00136,3-5-2,creating_weak_side_space,core KB Section 67-68,C,stopper in Z12 commits numbers ball-side to open the far side,a spatial change occurs relative to Z12,press_immediately,a teammate exploits the resulting gap near Z25,shift_across,a follow-up action targets Z25 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00137,3-4-3,creating_gaps,core KB Section 67-68,C,mezzala in Z30 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z30,double_team,a teammate exploits the resulting gap near Z24,shift_across,a follow-up action targets Z24 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00138,3-5-2,luring_into_pressing_traps,core KB Section 67-68,C,box_to_box in Z7 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z7,recover_goal_side,a teammate exploits the resulting gap near Z4,step_up_together,a follow-up action targets Z4 before the second response completes,progression
TACTICAL_CAUSALITY,CC00139,4-2-2-2,forcing_defensive_shift,core KB Section 67-68,C,number_10 in Z5 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z5,hold_shape,a teammate exploits the resulting gap near Z9,drop_off,a follow-up action targets Z9 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00140,4-1-4-1,creating_weak_side_space,core KB Section 67-68,C,pressing_forward in Z11 commits numbers ball-side to open the far side,a spatial change occurs relative to Z11,shift_across,a teammate exploits the resulting gap near Z16,hold_shape,a follow-up action targets Z16 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00141,3-4-3,forcing_defensive_shift,core KB Section 67-68,C,shot_stopper in Z23 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z23,drop_off,a teammate exploits the resulting gap near Z7,drop_off,a follow-up action targets Z7 before the second response completes,progression
TACTICAL_CAUSALITY,CC00142,3-1-4-2,pinning_defenders,core KB Section 67-68,C,inverted_fb in Z21 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z21,press_immediately,a teammate exploits the resulting gap near Z17,drop_off,a follow-up action targets Z17 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00143,3-4-3,fixing_defenders,core KB Section 67-68,C,deep_lying_forward in Z26 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z26,step_up_together,a teammate exploits the resulting gap near Z14,drop_off,a follow-up action targets Z14 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00144,4-2-2-2,dragging_defenders,core KB Section 67-68,C,inverted_winger in Z30 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z30,shift_across,a teammate exploits the resulting gap near Z16,recover_goal_side,a follow-up action targets Z16 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00145,3-5-2,creating_gaps,core KB Section 67-68,C,wing_back in Z25 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z25,hand_over_marking,a teammate exploits the resulting gap near Z22,double_team,a follow-up action targets Z22 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00146,3-1-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,advanced_forward in Z21 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z21,recover_goal_side,a teammate exploits the resulting gap near Z15,double_team,a follow-up action targets Z15 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00147,4-2-2-2,pinning_defenders,core KB Section 67-68,C,complete_wing_back in Z26 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z26,step_up_together,a teammate exploits the resulting gap near Z17,hold_shape,a follow-up action targets Z17 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00148,3-4-3,forcing_defensive_shift,core KB Section 67-68,C,inverted_fb in Z19 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z19,drop_off,a teammate exploits the resulting gap near Z28,drop_off,a follow-up action targets Z28 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00149,4-1-4-1,moving_defenders_from_danger_zones,core KB Section 67-68,C,full_back in Z4 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z4,drop_off,a teammate exploits the resulting gap near Z22,step_up_together,a follow-up action targets Z22 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00150,3-1-4-2,pulling_midfielders,core KB Section 67-68,C,anchor_man in Z5 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z5,hold_shape,a teammate exploits the resulting gap near Z19,double_team,a follow-up action targets Z19 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00151,3-5-2,pulling_midfielders,core KB Section 67-68,C,pressing_forward in Z27 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z27,hand_over_marking,a teammate exploits the resulting gap near Z24,hold_shape,a follow-up action targets Z24 before the second response completes,progression
TACTICAL_CAUSALITY,CC00152,5-3-2,luring_into_pressing_traps,core KB Section 67-68,C,poacher in Z21 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z21,shift_across,a teammate exploits the resulting gap near Z27,hand_over_marking,a follow-up action targets Z27 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00153,3-4-3,fixing_defenders,core KB Section 67-68,C,false_fb in Z11 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z11,recover_goal_side,a teammate exploits the resulting gap near Z14,recover_goal_side,a follow-up action targets Z14 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00154,4-3-3,creating_passing_lanes,core KB Section 67-68,C,attacking_fb in Z28 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z28,double_team,a teammate exploits the resulting gap near Z18,press_immediately,a follow-up action targets Z18 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00155,4-3-3,pinning_defenders,core KB Section 67-68,C,traditional_winger in Z28 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z28,shift_across,a teammate exploits the resulting gap near Z6,shift_across,a follow-up action targets Z6 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00156,5-3-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,anchor_man in Z6 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z6,shift_across,a teammate exploits the resulting gap near Z29,hold_shape,a follow-up action targets Z29 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00157,3-5-2,pinning_defenders,core KB Section 67-68,C,carrilero in Z8 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z8,drop_off,a teammate exploits the resulting gap near Z10,drop_off,a follow-up action targets Z10 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00158,3-5-2,luring_into_pressing_traps,core KB Section 67-68,C,false_nine in Z10 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z10,press_immediately,a teammate exploits the resulting gap near Z12,hand_over_marking,a follow-up action targets Z12 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00159,3-5-2,luring_into_pressing_traps,core KB Section 67-68,C,ball_playing_gk in Z23 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z23,step_up_together,a teammate exploits the resulting gap near Z26,step_up_together,a follow-up action targets Z26 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00160,4-4-2_diamond,dragging_defenders,core KB Section 67-68,C,defensive_winger in Z24 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z24,double_team,a teammate exploits the resulting gap near Z15,press_immediately,a follow-up action targets Z15 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00161,4-2-2-2,forcing_defensive_shift,core KB Section 67-68,C,stopper in Z1 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z1,double_team,a teammate exploits the resulting gap near Z16,double_team,a follow-up action targets Z16 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00162,4-2-3-1,creating_passing_lanes,core KB Section 67-68,C,raumdeuter in Z7 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z7,hold_shape,a teammate exploits the resulting gap near Z17,step_up_together,a follow-up action targets Z17 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00163,4-3-3,creating_weak_side_space,core KB Section 67-68,C,inverted_winger in Z27 commits numbers ball-side to open the far side,a spatial change occurs relative to Z27,step_up_together,a teammate exploits the resulting gap near Z4,recover_goal_side,a follow-up action targets Z4 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00164,3-1-4-2,dragging_defenders,core KB Section 67-68,C,wide_playmaker in Z5 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z5,hand_over_marking,a teammate exploits the resulting gap near Z16,hand_over_marking,a follow-up action targets Z16 before the second response completes,progression
TACTICAL_CAUSALITY,CC00165,3-4-3,pinning_defenders,core KB Section 67-68,C,deep_playmaker in Z13 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z13,drop_off,a teammate exploits the resulting gap near Z21,shift_across,a follow-up action targets Z21 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00166,5-3-2,forcing_defensive_shift,core KB Section 67-68,C,complete_forward in Z3 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z3,drop_off,a teammate exploits the resulting gap near Z10,drop_off,a follow-up action targets Z10 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00167,4-2-3-1,creating_gaps,core KB Section 67-68,C,number_10 in Z16 rotates into a teammate's zone to force a defensive handover,a spatial change occurs relative to Z16,shift_across,a teammate exploits the resulting gap near Z21,shift_across,a follow-up action targets Z21 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00168,3-1-4-2,creating_weak_side_space,core KB Section 67-68,C,inverted_winger in Z1 commits numbers ball-side to open the far side,a spatial change occurs relative to Z1,hold_shape,a teammate exploits the resulting gap near Z15,double_team,a follow-up action targets Z15 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00169,4-2-2-2,fixing_defenders,core KB Section 67-68,C,wing_back in Z29 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z29,recover_goal_side,a teammate exploits the resulting gap near Z15,press_immediately,a follow-up action targets Z15 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00170,3-4-3,pulling_midfielders,core KB Section 67-68,C,false_nine in Z29 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z29,double_team,a teammate exploits the resulting gap near Z17,recover_goal_side,a follow-up action targets Z17 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00171,5-3-2,creating_weak_side_space,core KB Section 67-68,C,carrilero in Z9 commits numbers ball-side to open the far side,a spatial change occurs relative to Z9,double_team,a teammate exploits the resulting gap near Z3,hand_over_marking,a follow-up action targets Z3 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00172,4-4-2,forcing_defensive_shift,core KB Section 67-68,C,ball_playing_gk in Z29 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z29,press_immediately,a teammate exploits the resulting gap near Z17,hold_shape,a follow-up action targets Z17 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00173,4-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,attacking_fb in Z28 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z28,double_team,a teammate exploits the resulting gap near Z8,hand_over_marking,a follow-up action targets Z8 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00174,4-4-2,creating_passing_lanes,core KB Section 67-68,C,shot_stopper in Z6 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z6,drop_off,a teammate exploits the resulting gap near Z3,hand_over_marking,a follow-up action targets Z3 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00175,4-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,defensive_winger in Z18 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z18,drop_off,a teammate exploits the resulting gap near Z14,hold_shape,a follow-up action targets Z14 before the second response completes,progression
TACTICAL_CAUSALITY,CC00176,4-2-3-1,dragging_defenders,core KB Section 67-68,C,inside_forward in Z12 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z12,press_immediately,a teammate exploits the resulting gap near Z1,hand_over_marking,a follow-up action targets Z1 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00177,4-4-2_diamond,forcing_defensive_shift,core KB Section 67-68,C,wide_cb in Z15 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z15,double_team,a teammate exploits the resulting gap near Z23,press_immediately,a follow-up action targets Z23 before the second response completes,turnover_forced
TACTICAL_CAUSALITY,CC00178,3-1-4-2,moving_defenders_from_danger_zones,core KB Section 67-68,C,inverted_winger in Z24 screens the opponent's key defender away from the delivery zone,a spatial change occurs relative to Z24,step_up_together,a teammate exploits the resulting gap near Z26,recover_goal_side,a follow-up action targets Z26 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00179,4-2-3-1,creating_passing_lanes,core KB Section 67-68,C,segundo_volante in Z17 shifts laterally out of a defender's cover shadow,a spatial change occurs relative to Z17,recover_goal_side,a teammate exploits the resulting gap near Z20,step_up_together,a follow-up action targets Z20 before the second response completes,progression
TACTICAL_CAUSALITY,CC00180,4-1-4-1,fixing_defenders,core KB Section 67-68,C,ball_playing_cb in Z1 holds position to occupy a defender by proximity alone,a spatial change occurs relative to Z1,drop_off,a teammate exploits the resulting gap near Z15,hand_over_marking,a follow-up action targets Z15 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00181,3-1-4-2,pulling_midfielders,core KB Section 67-68,C,regista in Z26 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z26,step_up_together,a teammate exploits the resulting gap near Z22,shift_across,a follow-up action targets Z22 before the second response completes,progression
TACTICAL_CAUSALITY,CC00182,4-3-3,luring_into_pressing_traps,core KB Section 67-68,C,ball_playing_gk in Z29 plays a deliberate low-risk pass to bait an aggressive press,a spatial change occurs relative to Z29,recover_goal_side,a teammate exploits the resulting gap near Z21,hand_over_marking,a follow-up action targets Z21 before the second response completes,progression
TACTICAL_CAUSALITY,CC00183,4-2-2-2,pinning_defenders,core KB Section 67-68,C,advanced_forward in Z25 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z25,step_up_together,a teammate exploits the resulting gap near Z11,press_immediately,a follow-up action targets Z11 before the second response completes,territorial_gain
TACTICAL_CAUSALITY,CC00184,3-4-3,dragging_defenders,core KB Section 67-68,C,full_back in Z15 makes a sudden run to drag the marker out of position,a spatial change occurs relative to Z15,hand_over_marking,a teammate exploits the resulting gap near Z28,hold_shape,a follow-up action targets Z28 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00185,4-4-2,forcing_defensive_shift,core KB Section 67-68,C,inverted_winger in Z13 sustains a ball-side overload to force a full defensive shift,a spatial change occurs relative to Z13,drop_off,a teammate exploits the resulting gap near Z15,double_team,a follow-up action targets Z15 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00186,3-1-4-2,pulling_midfielders,core KB Section 67-68,C,number_10 in Z25 drops deep to bait an opposing midfielder out of position,a spatial change occurs relative to Z25,press_immediately,a teammate exploits the resulting gap near Z17,hold_shape,a follow-up action targets Z17 before the second response completes,chance_created
TACTICAL_CAUSALITY,CC00187,3-1-4-2,pinning_defenders,core KB Section 67-68,C,advanced_playmaker in Z4 maintains disciplined weak-side width to pin the far defender,a spatial change occurs relative to Z4,hold_shape,a teammate exploits the resulting gap near Z29,drop_off,a follow-up action targets Z29 before the second response completes,turnover_forced
